type;time;latitude;longitude;altitude (m);sat;hdop;vdop;pdop;fix;name;desc;ageofdgpsdata;dgpsid;point_type
T;2017-09-26 16:26:21;47.411631288;15.887942807;748.3;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:22;47.411636763;15.887951422;748.9;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:23;47.411641418;15.887960850;749.5;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:24;47.411645968;15.887971936;749.6;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:25;47.411652028;15.887983427;749.7;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:26;47.411659502;15.887996749;750.0;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:27;47.411666817;15.888009700;750.1;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:28;47.411674845;15.888015475;750.2;11;0.8;0.70;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:26:29;47.411686184;15.888020315;750.4;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:26:30;47.411694834;15.888021778;750.5;11;0.8;0.70;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:26:31;47.411702961;15.888020521;750.6;10;0.9;1.18;1.51;3d;;;0;0;SPEED
T;2017-09-26 16:26:32;47.411710175;15.888016144;750.6;10;0.8;0.99;1.28;3d;;;0;0;SPEED
T;2017-09-26 16:26:33;47.411716947;15.888012973;750.5;10;0.9;1.18;1.51;3d;;;0;0;SPEED
T;2017-09-26 16:26:34;47.411722331;15.888004624;750.5;11;0.8;0.70;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:26:35;47.411727859;15.888003410;750.7;11;0.8;0.70;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:26:36;47.411732011;15.888009813;750.9;10;1.0;1.17;1.52;3d;;;0;0;SPEED
T;2017-09-26 16:26:46;47.411733603;15.888020114;751.5;10;0.9;1.18;1.51;3d;;;0;0;TIME
T;2017-09-26 16:26:56;47.411733516;15.888020219;751.5;10;0.9;1.18;1.51;3d;;;0;0;TIME
T;2017-09-26 16:27:06;47.411736636;15.888007222;751.5;11;0.8;0.70;1.05;3d;;;0;0;TIME,SPEED
T;2017-09-26 16:27:07;47.411739526;15.887998176;751.4;11;0.8;0.70;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:27:08;47.411744989;15.887987979;751.3;11;0.8;0.70;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:27:09;47.411750934;15.887979280;751.3;11;0.8;0.70;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:27:10;47.411755852;15.887969447;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:11;47.411761725;15.887958044;751.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:12;47.411768360;15.887947842;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:13;47.411775410;15.887937045;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:14;47.411780548;15.887925805;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:15;47.411784970;15.887915468;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:16;47.411791211;15.887906135;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:17;47.411798308;15.887898887;751.1;9;1.1;0.89;1.44;3d;;;0;0;SPEED
T;2017-09-26 16:27:18;47.411803999;15.887892949;750.8;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:19;47.411809520;15.887883373;750.6;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:20;47.411815654;15.887872019;750.6;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:21;47.411821448;15.887862050;750.5;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:22;47.411828445;15.887851250;750.4;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:23;47.411835530;15.887841157;750.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:24;47.411843248;15.887830650;750.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:25;47.411847737;15.887818244;750.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:26;47.411851994;15.887805581;750.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:27;47.411857329;15.887794024;750.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:28;47.411864139;15.887781508;750.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:29;47.411869970;15.887772254;750.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:30;47.411875281;15.887761849;750.4;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:31;47.411879182;15.887750534;750.6;9;1.1;0.89;1.44;3d;;;0;0;SPEED
T;2017-09-26 16:27:32;47.411882381;15.887739872;750.6;9;1.1;0.89;1.44;3d;;;0;0;SPEED
T;2017-09-26 16:27:33;47.411889029;15.887727851;750.5;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:34;47.411895561;15.887715843;750.5;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:35;47.411901917;15.887705675;750.5;9;1.0;0.78;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:27:36;47.411907573;15.887696949;750.5;9;1.0;0.78;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:27:37;47.411916848;15.887684907;750.5;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:38;47.411923187;15.887674044;750.5;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:39;47.411930210;15.887662882;750.6;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:40;47.411939717;15.887650630;750.5;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:41;47.411945740;15.887642309;750.6;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:42;47.411951021;15.887631633;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:43;47.411957450;15.887619178;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:44;47.411965506;15.887608172;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:45;47.411972498;15.887598436;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:46;47.411979578;15.887586827;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:47;47.411988159;15.887575522;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:48;47.411995276;15.887565638;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:49;47.412000339;15.887553562;750.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:50;47.412005650;15.887541725;750.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:51;47.412013121;15.887531530;750.7;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:52;47.412018816;15.887521829;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:27:53;47.412022751;15.887513023;750.8;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:54;47.412027726;15.887504819;750.9;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:55;47.412033412;15.887495745;750.9;10;0.8;0.76;1.13;3d;;;0;0;SPEED
T;2017-09-26 16:27:56;47.412038261;15.887486399;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:57;47.412042704;15.887476707;750.9;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:58;47.412048327;15.887465683;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:27:59;47.412054805;15.887454701;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:00;47.412061352;15.887443091;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:01;47.412071683;15.887430324;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:02;47.412080038;15.887419286;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:03;47.412087470;15.887409219;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:04;47.412094905;15.887398903;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:05;47.412102527;15.887388918;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:06;47.412110600;15.887378829;751.0;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:07;47.412118450;15.887367165;750.9;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:08;47.412126428;15.887354733;751.1;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:09;47.412134581;15.887343595;751.2;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:10;47.412140440;15.887333382;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:11;47.412144740;15.887323058;751.3;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:12;47.412150235;15.887312999;751.2;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:13;47.412159115;15.887302517;751.1;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:14;47.412167047;15.887292131;751.1;9;1.0;0.78;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:28:15;47.412173328;15.887281105;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:16;47.412180735;15.887270143;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:17;47.412186848;15.887260515;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:18;47.412194794;15.887251422;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:19;47.412201633;15.887240185;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:20;47.412208533;15.887230461;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:21;47.412216088;15.887220540;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:22;47.412223343;15.887209847;751.3;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:23;47.412230474;15.887200345;751.4;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:24;47.412236885;15.887192891;751.3;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:25;47.412242659;15.887183710;751.2;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:26;47.412251091;15.887172892;751.3;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:27;47.412256871;15.887163642;751.3;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:28;47.412262271;15.887155751;751.2;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:29;47.412267342;15.887146232;751.2;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:30;47.412275236;15.887134855;751.4;10;0.9;0.76;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:31;47.412280801;15.887124120;751.5;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:32;47.412285095;15.887115291;751.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:33;47.412289755;15.887104600;751.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:34;47.412294404;15.887093590;751.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:35;47.412300643;15.887085134;751.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:36;47.412308018;15.887075205;751.9;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:37;47.412313921;15.887066240;752.0;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:38;47.412320534;15.887055365;751.9;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:39;47.412326840;15.887042822;751.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:40;47.412331568;15.887033900;751.8;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:41;47.412336588;15.887022968;751.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:42;47.412342758;15.887012342;751.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:43;47.412350014;15.886998797;751.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:44;47.412358114;15.886989069;751.7;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:45;47.412367627;15.886978972;751.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:46;47.412374674;15.886969540;751.5;9;1.0;0.78;1.25;3d;;;0;0;SPEED
T;2017-09-26 16:28:47;47.412381381;15.886959293;751.4;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:48;47.412389633;15.886949027;751.4;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:49;47.412398193;15.886939621;751.4;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:28:50;47.412405501;15.886931576;751.4;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:51;47.412412011;15.886924086;751.4;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:52;47.412417424;15.886911725;751.5;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:53;47.412423366;15.886897790;751.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:54;47.412429777;15.886887187;751.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:55;47.412436483;15.886878789;751.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:56;47.412442412;15.886866070;751.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:57;47.412449771;15.886857336;751.6;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:58;47.412457485;15.886847325;751.5;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:28:59;47.412467199;15.886835857;751.5;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:00;47.412475906;15.886823650;751.4;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:01;47.412485199;15.886813448;751.3;11;0.8;0.71;1.05;3d;;;0;0;SPEED
T;2017-09-26 16:29:02;47.412493861;15.886801093;751.4;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:29:03;47.412502303;15.886788340;751.3;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:04;47.412508866;15.886776968;751.3;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:05;47.412516289;15.886766008;751.2;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:06;47.412520689;15.886750670;751.2;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:07;47.412522527;15.886731624;751.3;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:08;47.412527582;15.886719598;751.2;10;0.9;0.72;1.12;3d;;;0;0;SPEED
T;2017-09-26 16:29:09;47.412533844;15.886710512;751.1;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:10;47.412540191;15.886699014;751.0;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:11;47.412547941;15.886689853;751.0;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:12;47.412555535;15.886680203;751.0;12;0.7;0.69;0.98;3d;;;0;0;SPEED
T;2017-09-26 16:29:13;47.412563205;15.886671829;750.8;10;0.8;0.72;1.08;3d;;;0;0;SPEED
T;2017-09-26 16:29:14;47.412570322;15.886667882;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:15;47.412576224;15.886661423;750.9;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:16;47.412582748;15.886653362;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:17;47.412587593;15.886647417;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:18;47.412590769;15.886642660;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:19;47.412594564;15.886637370;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:20;47.412599535;15.886630241;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:21;47.412606436;15.886625435;750.8;10;0.8;0.74;1.09;3d;;;0;0;SPEED
T;2017-09-26 16:29:22;47.412611086;15.886618324;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:23;47.412617187;15.886613469;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:24;47.412624245;15.886604803;750.8;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:25;47.412630026;15.886597895;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:26;47.412636408;15.886589900;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:27;47.412642888;15.886580428;750.7;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:28;47.412649887;15.886572069;750.6;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:29;47.412657610;15.886562896;750.4;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:30;47.412664859;15.886554920;750.4;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:31;47.412671223;15.886546606;750.4;10;0.8;0.73;1.09;3d;;;0;0;SPEED
T;2017-09-26 16:29:32;47.412677430;15.886539401;750.4;9;1.0;0.78;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:29:33;47.412685054;15.886531044;750.3;9;1.0;0.78;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:29:34;47.412693066;15.886523691;750.1;10;0.8;0.73;1.09;3d;;;0;0;SPEED
T;2017-09-26 16:29:35;47.412698110;15.886517449;750.0;8;1.0;0.78;1.28;3d;;;0;0;SPEED
T;2017-09-26 16:29:36;47.412703872;15.886509962;749.8;9;1.0;0.78;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:29:37;47.412709490;15.886500809;749.7;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:38;47.412716489;15.886492018;749.6;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:39;47.412721239;15.886484602;749.5;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:40;47.412725506;15.886475875;749.5;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:41;47.412730647;15.886467889;749.3;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:42;47.412737853;15.886460481;749.1;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:43;47.412747154;15.886452263;749.1;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:44;47.412753300;15.886445971;749.2;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:45;47.412759611;15.886439347;749.3;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:46;47.412766830;15.886430569;749.2;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:29:47;47.412774961;15.886421918;749.2;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:48;47.412782542;15.886414670;749.1;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:49;47.412793414;15.886405460;749.1;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:50;47.412801515;15.886397243;749.1;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:51;47.412810271;15.886389812;748.9;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:52;47.412817359;15.886382460;748.8;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:53;47.412825733;15.886373504;748.8;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:54;47.412834252;15.886365717;748.6;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:29:55;47.412842914;15.886356386;748.5;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:56;47.412851159;15.886350435;748.4;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:29:57;47.412860367;15.886341263;748.3;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:29:58;47.412869575;15.886331995;748.2;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:29:59;47.412877048;15.886325313;748.1;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:00;47.412884695;15.886317179;748.0;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:01;47.412893802;15.886308710;748.0;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:02;47.412900850;15.886302520;747.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:03;47.412908934;15.886293741;747.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:04;47.412914769;15.886284119;747.6;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:05;47.412923001;15.886277291;747.5;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:30:06;47.412930702;15.886270649;747.5;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:07;47.412937911;15.886262792;747.5;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:08;47.412944962;15.886255648;747.4;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:30:09;47.412951938;15.886247639;747.4;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:10;47.412960213;15.886239246;747.3;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:30:11;47.412968758;15.886231203;747.2;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:12;47.412977328;15.886221831;747.2;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:30:13;47.412986523;15.886213793;747.2;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:14;47.412994850;15.886205501;747.2;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:15;47.413001991;15.886197703;747.2;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:16;47.413010667;15.886186111;747.2;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:17;47.413018107;15.886176229;747.1;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:18;47.413026373;15.886168933;747.0;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:19;47.413033856;15.886161951;747.1;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:20;47.413041239;15.886153009;747.0;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:21;47.413050363;15.886143399;746.9;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:22;47.413058818;15.886134538;746.9;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:23;47.413067088;15.886123325;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:24;47.413073936;15.886113999;746.8;10;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:30:25;47.413079840;15.886103308;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:26;47.413086776;15.886094528;746.7;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:27;47.413093562;15.886086817;746.7;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:28;47.413099831;15.886079066;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:29;47.413107176;15.886068926;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:30;47.413113541;15.886060296;746.9;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:31;47.413120612;15.886050649;746.9;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:32;47.413128634;15.886041321;746.9;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:33;47.413137293;15.886032140;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:34;47.413143157;15.886022720;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:35;47.413151662;15.886009860;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:36;47.413161847;15.885999097;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:37;47.413169490;15.885990813;746.8;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:38;47.413177790;15.885983933;746.7;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:39;47.413185851;15.885972759;746.9;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:40;47.413194913;15.885964027;746.9;10;0.9;0.77;1.19;3d;;;0;0;SPEED
T;2017-09-26 16:30:41;47.413203222;15.885955001;747.0;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:30:42;47.413210483;15.885944491;747.1;11;0.8;0.72;1.04;3d;;;0;0;SPEED
T;2017-09-26 16:30:43;47.413219159;15.885935565;747.0;11;0.8;0.72;1.04;3d;;;0;0;SPEED
